SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1841 S Calumet Ave #1511,Chicago,IL,60616,345000,2,2.0,CHI - Near South Side,1080,,2004,5,319,644,Active,,,https://www.redfin.com/IL/Chicago/1841-S-Calumet-Ave-60616/unit-1511/home/18937852,MRED,11634799,N,Y,41.8573213,-87.6189079
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 4N,Chicago,IL,60611,485000,3,2.5,CHI - Near North Side,2122,,1969,5,229,2540,Active,,,https://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-4N/home/14122746,MRED,11641991,N,Y,41.902836,-87.625043
MLS Listing,,Townhouse,3657 S Normal Ave Unit E,Chicago,IL,60609,470000,3,2.5,CHI - Bridgeport,1640,,1997,5,287,,Active,,,https://www.redfin.com/IL/Chicago/3657-S-Normal-Ave-60609/unit-E/home/14072408,MRED,11641978,N,Y,41.8273796,-87.6385494
MLS Listing,,Single Family Residential,6437 S Troy St,Chicago,IL,60629,280000,5,2.5,CHI - Chicago Lawn,1150,3136,1919,5,243,,Active,,,https://www.redfin.com/IL/Chicago/6437-S-Troy-St-60629/home/13988041,MRED,11641977,N,Y,41.7760724,-87.701577
MLS Listing,,Condo/Co-op,1143 S Plymouth Ct #604,Chicago,IL,60605,289900,2,2.0,Dearborn Park,1250,,1979,6,232,553,Active,,,https://www.redfin.com/IL/Chicago/1143-S-Plymouth-Ct-60605/unit-604/home/14091229,MRED,11639645,N,Y,41.8688062,-87.6282799
MLS Listing,,Condo/Co-op,1914 N Sheffield Ave Unit 2F,Chicago,IL,60614,415000,2,1.0,CHI - Lincoln Park,,,1889,6,,232,Active,,,https://www.redfin.com/IL/Chicago/1914-N-Sheffield-Ave-60614/unit-2F/home/13352007,MRED,11641451,N,Y,41.916541,-87.653664
MLS Listing,,Condo/Co-op,6250 N Francisco Ave Unit GBE,Chicago,IL,60659,139000,2,1.0,CHI - West Ridge,,,1950,6,,262,Active,,,https://www.redfin.com/IL/Chicago/6250-N-Francisco-Ave-60659/unit-GBE/home/181753220,MRED,11628403,N,Y,41.9956195,-87.7023048
MLS Listing,,Condo/Co-op,2753 N Hampden Ct Unit 2B,Chicago,IL,60614,1895000,4,4.5,CHI - Lincoln Park,2902,,2019,6,653,650,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2753-N-Hampden-Ct-60614/unit-2B/home/144232690,MRED,11641379,N,Y,41.9322901,-87.6420418
MLS Listing,,Condo/Co-op,3651 N Kedvale Ave Unit 2A,Chicago,IL,60641,145000,1,1.0,CHI - Irving Park,,,1929,6,,260,Active,,,https://www.redfin.com/IL/Chicago/3651-N-Kedvale-Ave-60641/unit-2A/home/12638899,MRED,11641192,N,Y,41.9478682,-87.7301918
MLS Listing,,Condo/Co-op,2004 W Erie St Unit 1W,Chicago,IL,60612,765000,4,3.0,CHI - West Town,,,2013,6,,300,Active,,,https://www.redfin.com/IL/Chicago/2004-W-Erie-St-60612/unit-1W/home/113044196,MRED,11610855,N,Y,41.8932873,-87.6772969
MLS Listing,,Condo/Co-op,2700 N Hampden Ct Unit 18C,Chicago,IL,60614,305000,2,2.0,CHI - Lincoln Park,1200,,1968,6,254,916,Active,,,https://www.redfin.com/IL/Chicago/2700-N-Hampden-Ct-60614/unit-18C/home/13368686,MRED,11641053,N,Y,41.9308327,-87.6419459
MLS Listing,,Condo/Co-op,1505 N Fairfield Ave Unit 3N,Chicago,IL,60622,534900,2,2.0,CHI - West Town,,,2017,6,,155,Active,,,https://www.redfin.com/IL/Chicago/1505-N-Fairfield-Ave-60622/unit-3N/home/112688535,MRED,11641050,N,Y,41.908571,-87.695354
MLS Listing,,Condo/Co-op,2529 N Halsted St Unit 2S,Chicago,IL,60614,565000,2,2.0,Lillview Condominiums,1800,,1997,7,314,270,Active,,,https://www.redfin.com/IL/Chicago/2529-N-Halsted-St-60614/unit-2S/home/12804448,MRED,11640346,N,Y,41.9281067,-87.6485351
MLS Listing,,Condo/Co-op,1464 S Michigan Ave #505,Chicago,IL,60605,295000,2,1.0,Marquee,900,,2008,7,328,537,Active,,,https://www.redfin.com/IL/Chicago/1464-S-Michigan-Ave-60605/unit-505/home/39570938,MRED,11640320,N,Y,41.8622613,-87.624234
MLS Listing,,Condo/Co-op,3151 N Lincoln Ave #208,Chicago,IL,60657,279500,1,1.0,CHI - Lake View,720,,1934,7,388,393,Active,,,https://www.redfin.com/IL/Chicago/3151-N-Lincoln-Ave-60657/unit-208/home/13365646,MRED,11636687,N,Y,41.939122,-87.6677022
MLS Listing,,Townhouse,2344 W George St,Chicago,IL,60618,400000,2,1.5,Riverwalk,1630,,2000,8,245,383,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/2344-W-George-St-60618/home/12698311,MRED,11634977,N,Y,41.933943284,-87.68724584
MLS Listing,,Single Family Residential,3626 S Giles Ave,Chicago,IL,60653,530000,4,3.5,CHI - Douglas,1878,3362,2002,8,282,,Active,,,https://www.redfin.com/IL/Chicago/3626-S-Giles-Ave-60653/home/12733527,MRED,11639092,N,Y,41.8284225,-87.6195539
MLS Listing,,Condo/Co-op,125 E 13th St #604,Chicago,IL,60605,440000,2,2.0,Museum Park Lofts,1300,,2002,8,338,506,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-604/home/12645866,MRED,11639050,N,Y,41.8655862,-87.62288
MLS Listing,,Multi-Family (2-4 Unit),6549 S Saint Lawrence Ave,Chicago,IL,60637,449000,7,3.0,CHI - Woodlawn,,2613,1895,9,,,Active,,,https://www.redfin.com/IL/Chicago/6549-S-Saint-Lawrence-Ave-60637/home/181310601,MRED,11638447,N,Y,41.775257,-87.6103936
MLS Listing,,Condo/Co-op,3600 N Lake Shore Dr #2625,Chicago,IL,60613,274900,1,1.0,CHI - Lake View,,,1960,9,,764,Active,,,https://www.redfin.com/IL/Chicago/3600-N-Lake-Shore-Dr-60613/unit-2625/home/13376979,MRED,11636779,N,Y,41.9489369,-87.6441842
MLS Listing,,Condo/Co-op,643 W Barry Ave Unit 1D,Chicago,IL,60657,235000,1,1.0,CHI - Lake View,700,,1970,9,336,197,Active,,,https://www.redfin.com/IL/Chicago/643-W-Barry-Ave-60657/unit-1D/home/12683066,MRED,11638265,N,Y,41.9375782,-87.6459541
MLS Listing,,Single Family Residential,2610 N Kimball Ave,Chicago,IL,60647,1050000,5,3.5,CHI - Logan Square,2984,3920,2007,12,352,,Active,,,https://www.redfin.com/IL/CHICAGO/2610-N-KIMBALL-AVE-60647/home/18946402,MRED,11637137,N,Y,41.928782,-87.712619
MLS Listing,,Condo/Co-op,4852 N Paulina St Unit 1E,Chicago,IL,60640,165000,1,1.0,CHI - Uptown,784,,1969,12,210,257,Active,,,https://www.redfin.com/IL/Chicago/4852-N-Paulina-St-60640/unit-1E/home/13402797,MRED,11633779,N,Y,41.9704285,-87.6715481
MLS Listing,,Single Family Residential,2015 Newton Ave,Park Ridge,IL,60068,395000,3,2.0,Park Ridge,960,5850,1944,12,411,,Active,,,https://www.redfin.com/IL/Park-Ridge/2015-Newton-Ave-60068/home/13565798,MRED,11636567,N,Y,41.9856771,-87.8240227
MLS Listing,,Condo/Co-op,625 W Jackson Blvd #707,Chicago,IL,60661,390000,2,1.0,Capitol Hill Lofts,1050,,1918,13,371,555,Active,,,https://www.redfin.com/IL/Chicago/625-W-Jackson-Blvd-60661/unit-707/home/12713702,MRED,11632980,N,Y,41.8778774,-87.6435687
MLS Listing,,Condo/Co-op,600 N Fairbanks Ct #2006,Chicago,IL,60611,379900,1,1.0,CHI - Near North Side,821,,2008,13,463,483,Active,,,https://www.redfin.com/IL/Chicago/600-N-Fairbanks-Ct-60611/unit-2006/home/39557848,MRED,11633983,N,Y,41.8927936,-87.6206433
MLS Listing,,Condo/Co-op,100 E Huron St #1703,Chicago,IL,60611,550000,2,2.0,CHI - Near North Side,1481,,1989,13,371,1193,Active,,,https://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-1703/home/14099785,MRED,11635603,N,Y,41.895034,-87.6250256
MLS Listing,,Townhouse,26 S Aberdeen St #8,Chicago,IL,60607,775000,3,2.0,CHI - Near West Side,2000,,2007,13,388,275,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/26-S-Aberdeen-St-60607/unit-8/home/12632522,MRED,11632635,N,Y,41.8808922,-87.6549666
MLS Listing,,Condo/Co-op,4867 N Rockwell St Unit G,Chicago,IL,60625,269900,2,2.0,CHI - Lincoln Square,,,1924,14,,169,Active,,,https://www.redfin.com/IL/Chicago/4867-N-Rockwell-St-60625/unit-G/home/39944206,MRED,11631733,N,Y,41.9706095,-87.6936159
MLS Listing,,Condo/Co-op,1455 N Sandburg Ter Unit 1009B,Chicago,IL,60610,349900,2,1.0,CHI - Near North Side,,,1964,14,,671,Active,,,https://www.redfin.com/IL/Chicago/1455-N-Sandburg-Ter-60610/unit-1009B/home/14116073,MRED,11635048,N,Y,41.9088719,-87.6320457
MLS Listing,,Condo/Co-op,2341 W Roscoe St Unit 1W,Chicago,IL,60618,899000,4,2.5,CHI - North Center,,,2018,14,,307,Active,,,https://www.redfin.com/IL/Chicago/2341-W-Roscoe-St-60618/unit-1W/home/175638037,MRED,11634849,N,Y,41.94290002,-87.68744241
MLS Listing,,Condo/Co-op,932 W George St #3,Chicago,IL,60657,475000,2,2.0,CHI - Lake View,,,1996,14,,195,Active,,,https://www.redfin.com/IL/Chicago/932-W-George-St-60657/unit-3/home/13362961,MRED,11634816,N,Y,41.934697,-87.6528898
MLS Listing,,Townhouse,648 W Oak St,Chicago,IL,60610,779900,3,2.5,CHI - Near North Side,,,2007,14,,254,Active,,,https://www.redfin.com/IL/Chicago/648-W-Oak-St-60610/home/12621241,MRED,11628992,N,Y,41.8999386,-87.6447673
MLS Listing,,Condo/Co-op,660 W Wayman St Unit 507B,Chicago,IL,60661,319000,1,2.0,Trio,800,,2008,14,399,519,Active,,,https://www.redfin.com/IL/Chicago/660-W-Wayman-St-60661/unit-507B/home/21801927,MRED,11634629,N,Y,41.887518,-87.645063
MLS Listing,,Condo/Co-op,1000 W Leland Ave Unit 6F,Chicago,IL,60640,249900,2,1.0,CHI - Uptown,,,2004,15,,376,Active,,,https://www.redfin.com/IL/Chicago/1000-W-Leland-Ave-60640/unit-6F/home/12571464,MRED,11634053,N,Y,41.9673599,-87.6549621
MLS Listing,,Single Family Residential,4852 N Mont Clare Ave,Chicago,IL,60656,359900,4,2.5,CHI - Norwood Park,1250,,1958,15,288,,Active,,,https://www.redfin.com/IL/Chicago/4852-N-Mont-Clare-Ave-60656/home/13504887,MRED,11629963,N,Y,41.969838,-87.8051296
MLS Listing,,Single Family Residential,19 E 102nd Pl,Chicago,IL,60628,150000,3,2.0,CHI - Roseland,1633,4687,1905,15,92,,Active,,,https://www.redfin.com/IL/Chicago/19-E-102nd-Pl-60628/home/13088235,MRED,11634032,N,Y,41.7078927,-87.6227451
MLS Listing,,Condo/Co-op,1069 W Foster Ave Unit 2D,Chicago,IL,60640,274900,2,2.0,CHI - Uptown,1099,,1917,15,250,235,Active,October-8-2022 02:00 PM,October-8-2022 04:00 PM,https://www.redfin.com/IL/Chicago/1069-W-Foster-Ave-60640/unit-2D/home/181855921,MRED,11633695,N,Y,41.9762601,-87.6574334
MLS Listing,,Condo/Co-op,1307 S Wabash Ave #408,Chicago,IL,60605,225000,1,1.0,CHI - Near South Side,,,1929,16,,418,Active,,,https://www.redfin.com/IL/Chicago/1307-S-Wabash-Ave-60605/unit-408/home/12725359,MRED,11633228,N,Y,41.8654407,-87.6253097
MLS Listing,,Single Family Residential,557 E 92nd Pl,Chicago,IL,60619,250000,4,2.0,CHI - Chatham,2254,3123,1910,16,111,,Active,,,https://www.redfin.com/IL/Chicago/557-E-92nd-Pl-60619/home/13109058,MRED,11632923,N,Y,41.7262784,-87.6095757
MLS Listing,,Condo/Co-op,1720 S Michigan Ave #1204,Chicago,IL,60616,225900,1,1.0,CHI - Near South Side,700,,2005,16,323,354,Active,,,https://www.redfin.com/IL/Chicago/1720-S-Michigan-Ave-60616/unit-1204/home/39558369,MRED,11632639,N,Y,41.8586026,-87.6246153
MLS Listing,,Townhouse,1618 N Larrabee St,Chicago,IL,60614,885000,4,2.5,CHI - Lincoln Park,,,1987,19,,,Active,,,https://www.redfin.com/IL/Chicago/1618-N-Larrabee-St-60614/home/13346471,MRED,11626092,N,Y,41.9118205,-87.6436813
MLS Listing,,Condo/Co-op,1935 S Archer Ave #518,Chicago,IL,60616,240000,1,1.0,CHI - Near South Side,900,,2006,19,267,443,Active,,,https://www.redfin.com/IL/Chicago/1935-S-Archer-Ave-60616/unit-518/home/18931231,MRED,11617212,N,Y,41.8558278,-87.6283056
MLS Listing,,Condo/Co-op,100 E 14th St #2301,Chicago,IL,60605,710000,3,2.0,CHI - Near South Side,1695,,2006,19,419,1060,Active,,,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-2301/home/39570245,MRED,11631110,N,Y,41.8645195,-87.6238055
MLS Listing,,Condo/Co-op,839 W Ainslie St Unit 3W,Chicago,IL,60640,370000,2,2.0,CHI - Uptown,1700,,1911,19,218,272,Active,,,https://www.redfin.com/IL/Chicago/839-W-Ainslie-St-60640/unit-3W/home/180592376,MRED,11627450,N,Y,41.971386,-87.65176
MLS Listing,,Single Family Residential,3427 W 61st St,Chicago,IL,60629,374900,5,2.0,CHI - Chicago Lawn,,6015,1880,19,,,Active,,,https://www.redfin.com/IL/Chicago/3427-W-61st-St-60629/home/14007551,MRED,11631397,N,Y,41.7823033,-87.7092179
MLS Listing,,Condo/Co-op,40 E 9th St #718,Chicago,IL,60605,210000,1,1.0,CHI - Loop,910,,1998,19,231,642,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-718/home/12633439,MRED,11628221,N,Y,41.8707384,-87.6263891
MLS Listing,,Multi-Family (2-4 Unit),7847 S Saint Lawrence Ave,Chicago,IL,60619,250000,4,2.0,CHI - Greater Grand Crossing,,,1915,19,,,Active,,,https://www.redfin.com/IL/Chicago/7847-S-St-Lawrence-Ave-60619/home/13917649,MRED,11631184,N,Y,41.7516483,-87.6098109
MLS Listing,,Condo/Co-op,3660 N Lake Shore Dr #410,Chicago,IL,60613,199900,1,1.0,CHI - Lake View,,,1987,19,,379,Active,,,https://www.redfin.com/IL/Chicago/3660-N-Lake-Shore-Dr-60613/unit-410/home/12741996,MRED,11625722,N,Y,41.949859,-87.6457899
MLS Listing,,Condo/Co-op,4216 S Ellis Ave Unit 3S,Chicago,IL,60653,579999,4,4.0,CHI - Oakland,3500,,2016,19,166,320,Active,,,https://www.redfin.com/IL/Chicago/4216-S-Ellis-Ave-60653/unit-3S/home/144510582,MRED,11631038,N,Y,41.8174267,-87.6022424
MLS Listing,,Condo/Co-op,400 E Randolph St #3628,Chicago,IL,60601,345000,1,1.0,CHI - Loop,860,,1963,20,401,680,Active,,,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3628/home/14094290,MRED,11630701,N,Y,41.885003,-87.6168638
MLS Listing,,Single Family Residential,4015 N Drake Ave,Chicago,IL,60618,795000,4,3.5,CHI - Irving Park,3576,3036,2013,20,222,,Active,,,https://www.redfin.com/IL/Chicago/4015-N-Drake-Ave-60618/home/13482788,MRED,11630015,N,Y,41.9543587,-87.7163092
MLS Listing,,Condo/Co-op,5559 S Blackstone Ave #2,Chicago,IL,60637,369000,3,2.0,CHI - Hyde Park,1600,,1906,21,231,656,Active,,,https://www.redfin.com/IL/Chicago/5559-S-Blackstone-Ave-60637/unit-2/home/12565773,MRED,11629364,N,Y,41.7935128,-87.5898569
MLS Listing,,Condo/Co-op,4631 S Ellis Ave Unit 3R,Chicago,IL,60653,399900,3,2.5,Ellington Court,2103,,,21,190,202,Active,,,https://www.redfin.com/IL/Chicago/4631-S-Ellis-Ave-60653/unit-3R/home/12733143,MRED,11629270,N,Y,41.8104971,-87.6012893
MLS Listing,,Condo/Co-op,3543 W Belmont Ave #2,Chicago,IL,60618,450000,3,2.5,CHI - Avondale,1650,,2011,21,273,265,Active,,,https://www.redfin.com/IL/Chicago/3543-W-Belmont-Ave-60618/unit-2/home/52639035,MRED,11629241,N,Y,41.93897,-87.71661
MLS Listing,,Condo/Co-op,1345 W Huron St #3,Chicago,IL,60642,569000,2,2.0,CHI - West Town,,,2016,21,,176,Active,,,https://www.redfin.com/IL/Chicago/1345-W-Huron-St-60642/unit-3/home/161065785,MRED,11628984,N,Y,41.8941037,-87.6613045
MLS Listing,,Condo/Co-op,6444 S Woodlawn Ave Unit 4N,Chicago,IL,60637,375000,3,2.0,CHI - Woodlawn,2000,,2018,21,188,202,Active,,,https://www.redfin.com/IL/Chicago/6444-S-Woodlawn-Ave-60637/unit-4N/home/179303424,MRED,11624927,N,Y,41.7773644,-87.5963797
MLS Listing,,Single Family Residential,6124 S Mcvicker Ave,Chicago,IL,60638,424000,5,3.0,CHI - Clearing,2099,3746,2010,22,202,,Active,October-9-2022 10:00 AM,October-9-2022 12:00 PM,https://www.redfin.com/IL/Chicago/6124-S-McVicker-Ave-60638/home/12817862,MRED,11626120,N,Y,41.7807017,-87.7731624
MLS Listing,,Multi-Family (2-4 Unit),8109 S Drexel Ave,Chicago,IL,60619,375000,9,3.0,CHI - Chatham,,3920,1925,22,,,Active,,,https://www.redfin.com/IL/Chicago/8109-S-Drexel-Ave-60619/home/13224206,MRED,11614791,N,Y,41.7472806,-87.6023406
MLS Listing,,Single Family Residential,6438 N Harlem Ave,Chicago,IL,60631,289999,3,2.0,CHI - Edison Park,1000,4133,1959,22,290,,Active,,,https://www.redfin.com/IL/Chicago/6438-N-Harlem-Ave-60631/home/13635879,MRED,11627997,N,Y,41.9980854,-87.8070884
MLS Listing,,Condo/Co-op,5553 N Clark St #301,Chicago,IL,60640,579900,3,2.0,CHI - Edgewater,,,2019,23,,226,Active,,,https://www.redfin.com/IL/Chicago/5553-N-Clark-St-60640/unit-301/home/168661028,MRED,11627486,N,Y,41.983298,-87.668362
MLS Listing,,Multi-Family (2-4 Unit),1637 N Richmond St,Chicago,IL,60647,540000,6,3.0,CHI - West Town,,,1880,26,,,Active,,,https://www.redfin.com/IL/Chicago/1637-N-Richmond-St-60647/home/181656397,MRED,11477424,N,Y,41.9113231,-87.7000371
MLS Listing,,Condo/Co-op,1122 W Catalpa Ave #515,Chicago,IL,60640,249900,2,1.5,Catalpa Gardens,1054,,2007,27,237,636,Active,,,https://www.redfin.com/IL/Chicago/1122-W-Catalpa-Ave-60640/unit-515/home/16882786,MRED,11625022,N,Y,41.9824219,-87.6590772
MLS Listing,,Condo/Co-op,749 S Claremont Ave #2,Chicago,IL,60612,245000,2,2.0,CHI - Near West Side,1200,,1997,27,204,150,Active,,,https://www.redfin.com/IL/Chicago/749-S-Claremont-Ave-60612/unit-2/home/12763934,MRED,11624808,N,Y,41.8717244,-87.6846611
MLS Listing,,Condo/Co-op,2324 N Lincoln Park Unit 4C,Chicago,IL,60614,160000,0,1.0,CHI - Lincoln Park,,,1927,27,,229,Active,,,https://www.redfin.com/IL/Chicago/2324-N-Lincoln-Park-W-60614/unit-4C/home/18957567,MRED,11624799,N,Y,41.924602,-87.6372469
MLS Listing,,Condo/Co-op,565 W Quincy St #1009,Chicago,IL,60661,465000,2,2.0,CHI - Near West Side,,,2009,27,,730,Active,,,https://www.redfin.com/IL/Chicago/565-W-Quincy-St-60661/unit-1009/home/171322145,MRED,11622139,N,Y,41.8784947,-87.6422376
MLS Listing,,Single Family Residential,6737 N Hermitage Ave,Chicago,IL,60626,749900,4,4.0,CHI - Rogers Park,3038,,1929,27,247,,Active,,,https://www.redfin.com/IL/Chicago/6737-N-Hermitage-Ave-60626/home/13570273,MRED,11624698,N,Y,42.0045994,-87.6737077
MLS Listing,,Condo/Co-op,235 W Van Buren St #4001,Chicago,IL,60607,465500,2,2.0,CHI - Loop,1352,,2010,27,344,562,Active,,,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-4001/home/113098051,MRED,11618511,N,Y,41.8765303,-87.6347529
MLS Listing,,Condo/Co-op,33 W Ontario St Unit 24F,Chicago,IL,60654,425000,2,2.0,CHI - Near North Side,1250,,2003,27,340,967,Active,,,https://www.redfin.com/IL/Chicago/33-W-Ontario-St-60654/unit-24F/home/39557679,MRED,11624493,N,Y,41.8931144,-87.6291864
MLS Listing,,Condo/Co-op,910 S Michigan Ave #1211,Chicago,IL,60605,414900,2,2.0,CHI - Loop,1650,,1913,27,251,934,Active,,,https://www.redfin.com/IL/Chicago/910-S-Michigan-Ave-60605/unit-1211/home/12662665,MRED,11624383,N,Y,41.8701636,-87.6248468
MLS Listing,,Condo/Co-op,1414 N Wells St #212,Chicago,IL,60610,399900,1,1.0,CHI - Near North Side,,,1995,27,,538,Active,,,https://www.redfin.com/IL/Chicago/1414-N-Wells-St-60610/unit-212/home/14115603,MRED,11610665,N,Y,41.9081697,-87.6349094
MLS Listing,,Condo/Co-op,200 W Grand Ave #1403,Chicago,IL,60654,399000,2,2.0,CHI - Near North Side,1250,,2004,27,319,804,Active,,,https://www.redfin.com/IL/Chicago/200-W-Grand-Ave-60654/unit-1403/home/12576394,MRED,11613546,N,Y,41.8918775,-87.6344475
MLS Listing,,Condo/Co-op,3001 W Logan Blvd #1,Chicago,IL,60647,324900,2,1.0,CHI - Logan Square,950,,1908,28,342,338,Active,,,https://www.redfin.com/IL/Chicago/3001-W-Logan-Blvd-60647/unit-1/home/12727616,MRED,11613550,N,Y,41.9279283,-87.7025983
MLS Listing,,Condo/Co-op,1641 W Farwell Ave Unit 2N,Chicago,IL,60626,216500,2,2.0,CHI - Rogers Park,1000,,1918,28,217,201,Active,,,https://www.redfin.com/IL/Chicago/1641-W-Farwell-Ave-60626/unit-2N/home/26802709,MRED,11623509,N,Y,42.0060966,-87.671571
MLS Listing,,Condo/Co-op,565 W Quincy St #717,Chicago,IL,60661,360000,2,2.0,CHI - Near West Side,1132,,2009,28,318,670,Active,,,https://www.redfin.com/IL/Chicago/565-W-Quincy-St-60661/unit-717/home/28471158,MRED,11623500,N,Y,41.8783451,-87.6420845
MLS Listing,,Single Family Residential,5332 S Lowe Ave,Chicago,IL,60609,190000,4,1.5,CHI - New City,996,3149,1969,29,191,,Active,,,https://www.redfin.com/IL/Chicago/5332-S-Lowe-Ave-60609/home/13952234,MRED,11622137,N,Y,41.7970172,-87.6418759
MLS Listing,,Condo/Co-op,212 W Washington St #2111,Chicago,IL,60606,270000,2,1.0,CHI - Loop,900,,1914,29,300,766,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/212-W-Washington-St-60606/unit-2111/home/113098187,MRED,11610430,N,Y,41.8833756,-87.634418
MLS Listing,,Condo/Co-op,2910 W Berwyn Ave #3,Chicago,IL,60625,215000,2,1.0,CHI - Lincoln Square,1030,,1975,29,209,324,Active,,,https://www.redfin.com/IL/Chicago/2910-W-Berwyn-Ave-60625/unit-3/home/180562903,MRED,11622067,N,Y,41.977883,-87.7021199
MLS Listing,,Condo/Co-op,2 S Leavitt St #206,Chicago,IL,60612,249900,1,1.0,CHI - Near West Side,,,2005,29,,290,Active,,,https://www.redfin.com/IL/Chicago/2-S-Leavitt-St-60612/unit-206/home/26795614,MRED,11622000,N,Y,41.8810582,-87.6816613
MLS Listing,,Single Family Residential,7007 W Farragut Ave,Chicago,IL,60656,339999,2,1.0,CHI - Norwood Park,800,2500,1961,29,425,,Active,,,https://www.redfin.com/IL/Chicago/7007-W-Farragut-Ave-60656/home/13506915,MRED,11621882,N,Y,41.9761796,-87.8027867
MLS Listing,,Condo/Co-op,474 N Lake Shore Dr #2206,Chicago,IL,60611,244000,0,1.0,CHI - Near North Side,650,,1991,33,375,554,Active,,,https://www.redfin.com/IL/Chicago/474-N-Lake-Shore-Dr-60611/unit-2206/home/12592706,MRED,11620570,N,Y,41.8908367,-87.6145904
MLS Listing,,Condo/Co-op,125 E 13th St #1104,Chicago,IL,60605,430000,2,2.0,CHI - Near South Side,1400,,2005,33,307,528,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-1104/home/12635887,MRED,11620013,N,Y,41.8655862,-87.62288
MLS Listing,,Condo/Co-op,11907 Gregory St #3,Blue Island,IL,60406,55900,1,1.0,Blue Island,640,,1964,33,87,232,Active,,,https://www.redfin.com/IL/Blue-Island/11907-Gregory-St-60406/unit-3/home/12690612,MRED,11620014,N,Y,41.6769559,-87.679048
MLS Listing,,Single Family Residential,7332 S Dante Ave,Chicago,IL,60619,274990,3,2.5,CHI - South Shore,1500,3136,1922,33,183,,Active,,,https://www.redfin.com/IL/Chicago/7332-S-Dante-Ave-60619/home/13921685,MRED,11614492,N,Y,41.7613609,-87.5899547
MLS Listing,,Single Family Residential,8444 W Agatite Ave,Chicago,IL,60656,495000,3,2.0,CHI - O'Hare,2002,5671,1958,34,247,,Active,,,https://www.redfin.com/IL/Chicago/8444-W-Agatite-Ave-60656/home/13551375,MRED,11618495,N,Y,41.9608249,-87.8382256
MLS Listing,,Single Family Residential,5465 N Mason Ave,Chicago,IL,60630,469000,4,3.0,CHI - Jefferson Park,1314,3920,1949,34,357,,Active,,,https://www.redfin.com/IL/Chicago/5465-N-Mason-Ave-60630/home/13502709,MRED,11612327,N,Y,41.980399,-87.7766215
MLS Listing,,Condo/Co-op,2 E Erie St #3907,Chicago,IL,60611,360000,1,1.0,CHI - Near North Side,824,,2002,34,437,610,Active,,,https://www.redfin.com/IL/Chicago/2-E-Erie-St-60611/unit-3907/home/12599920,MRED,11478127,N,Y,41.8943685,-87.6275053
MLS Listing,,Multi-Family (2-4 Unit),2903 W Warren Blvd,Chicago,IL,60612,379000,5,3.0,CHI - East Garfield Park,,2613,1885,35,,,Active,,,https://www.redfin.com/IL/Chicago/2903-W-Warren-Blvd-60612/home/180185481,MRED,11617973,N,Y,41.8816942,-87.6990294
MLS Listing,,Multi-Family (2-4 Unit),2128 N Mobile Ave,Chicago,IL,60639,369500,7,3.0,CHI - Belmont Cragin,,3920,1926,41,,,Active,,,https://www.redfin.com/IL/Chicago/2128-N-Mobile-Ave-60639/home/13429060,MRED,11613591,N,Y,41.9191123,-87.7831162
MLS Listing,,Condo/Co-op,1541 W Chestnut St #1,Chicago,IL,60642,649900,3,3.0,CHI - West Town,2600,,2004,42,250,194,Active,,,https://www.redfin.com/IL/Chicago/1541-W-Chestnut-St-60642/unit-1/home/12659323,MRED,11610879,N,Y,41.897697,-87.6664927
MLS Listing,,Condo/Co-op,1620 S Michigan Ave #1022,Chicago,IL,60616,295000,2,1.0,CHI - Near South Side,920,,2003,42,321,362,Active,,,https://www.redfin.com/IL/Chicago/1620-S-Michigan-Ave-60616/unit-1022/home/18916672,MRED,11612189,N,Y,41.859565,-87.6242683
