SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2712 W Balmoral Ave Unit 1E,Chicago,IL,60625,230000,2,1.0,CHI - Lincoln Square,776,,1979,1,296,,Active,,,https://www.redfin.com/IL/Chicago/2712-W-Balmoral-Ave-60625/unit-1E/home/13491426,MRED,11646111,N,Y,41.9796903,-87.6972267
MLS Listing,,Single Family Residential,6952 S Morgan St S,Chicago,IL,60621,140000,1,1.0,CHI - Englewood,1792,,1915,1,78,,Active,,,https://www.redfin.com/IL/Chicago/6952-S-Morgan-St-60621/home/13931375,MRED,11646101,N,Y,41.767216,-87.6498102
MLS Listing,,Multi-Family (2-4 Unit),2503 N Talman Ave,Chicago,IL,60647,1175000,8,4.0,CHI - Logan Square,,3049,1895,1,,,Active,,,https://www.redfin.com/IL/Chicago/2503-N-Talman-Ave-60647/home/13449932,MRED,11646096,N,Y,41.9268455,-87.6935691
MLS Listing,,Multi-Family (2-4 Unit),5250 W Grace St,Chicago,IL,60641,399900,6,2.0,CHI - Portage Park,,,1918,1,,,Active,,,https://www.redfin.com/IL/Chicago/5250-W-Grace-St-60641/home/180873311,MRED,11646088,N,Y,41.9498253,-87.7590159
MLS Listing,,Condo/Co-op,3660 N Lake Shore Dr #4201,Chicago,IL,60613,550000,2,2.0,CHI - Lake View,,,1987,1,,897,Active,October-8-2022 10:00 AM,October-8-2022 12:00 PM,https://www.redfin.com/IL/Chicago/3660-N-Lake-Shore-Dr-60613/unit-4201/home/12742970,MRED,11646084,N,Y,41.949859,-87.6457899
MLS Listing,,Single Family Residential,8001 S Wentworth Ave,Chicago,IL,60620,215000,4,1.5,CHI - Chatham,1500,,1963,1,143,,Active,,,https://www.redfin.com/IL/Chicago/8001-S-Wentworth-Ave-60620/home/13228200,MRED,11646072,N,Y,41.7489208,-87.6290304
MLS Listing,,Condo/Co-op,920 W Madison St Unit B5,Chicago,IL,60607,619000,2,2.0,CHI - Near West Side,1500,,2002,1,413,598,Active,,,https://www.redfin.com/IL/Chicago/920-W-Madison-St-60607/unit-B5/home/12649498,MRED,11646070,N,Y,41.8818669,-87.6505596
MLS Listing,,Single Family Residential,5052 N Merrimac Ave,Chicago,IL,60630,499000,6,2.0,CHI - Jefferson Park,2997,4961,1950,1,166,,Active,,,https://www.redfin.com/IL/Chicago/5052-N-Merrimac-Ave-60630/home/13499958,MRED,11646074,N,Y,41.9735853,-87.784538
MLS Listing,,Single Family Residential,1315 N Wicker Park Ave,Chicago,IL,60622,949900,3,4.0,CHI - West Town,2932,1999,1891,1,324,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1315-N-Wicker-Park-Ave-60622/home/180890353,MRED,11646068,N,Y,41.9062453,-87.6724378
MLS Listing,,Condo/Co-op,1350 N Astor St Unit 9B,Chicago,IL,60610,249000,2,2.0,CHI - Near North Side,1173,,1950,1,212,1039,Active,,,https://www.redfin.com/IL/Chicago/1350-N-Astor-St-60610/unit-9B/home/182148533,MRED,11646060,N,Y,41.9074012,-87.6279701
MLS Listing,,Condo/Co-op,1350 N Astor St Unit 9C,Chicago,IL,60610,299000,2,2.0,CHI - Near North Side,1198,,1950,1,250,1039,Active,,,https://www.redfin.com/IL/Chicago/1350-N-Astor-St-60610/unit-9C/home/182148532,MRED,11646061,N,Y,41.9074012,-87.6279701
MLS Listing,,Condo/Co-op,234 W Polk St #2307,Chicago,IL,60607,512000,1,1.0,CHI - Near West Side,,,2023,1,,470,Active,October-9-2022 12:00 PM,October-9-2022 02:00 PM,https://www.redfin.com/IL/Chicago/234-W-Polk-St-60605/unit-2307/home/174691939,MRED,11646047,N,Y,41.8721463,-87.6335715
MLS Listing,,Single Family Residential,2836 W Leland Ave,Chicago,IL,60625,775000,4,2.0,CHI - Albany Park,2250,5445,1916,1,344,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/2836-W-Leland-Ave-60625/home/13490050,MRED,11646046,N,Y,41.9669932,-87.7002
MLS Listing,,Single Family Residential,5109 S Kimbark Ave,Chicago,IL,60615,750000,5,4.5,CHI - Hyde Park,4500,2748,1895,1,167,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/5109-S-Kimbark-Ave-60615/home/13949325,MRED,11646044,N,Y,41.8020065,-87.5946625
MLS Listing,,Condo/Co-op,2753 N Hampden Ct Unit 2C,Chicago,IL,60614,1698500,3,2.5,CHI - Lincoln Park,2205,,2019,1,770,516,Active,,,https://www.redfin.com/IL/Chicago/2753-N-Hampden-Ct-60614/unit-2c/home/144232687,MRED,11646035,N,Y,41.9322901,-87.6420418
MLS Listing,,Condo/Co-op,221 E Cullerton St #514,Chicago,IL,60616,275000,1,1.0,CHI - Near South Side,,,2001,1,,387,Active,,,https://www.redfin.com/IL/Chicago/221-E-Cullerton-St-60616/unit-514/home/12692252,MRED,11646027,N,Y,41.8553079,-87.6210253
MLS Listing,,Single Family Residential,4943 N Karlov Ave,Chicago,IL,60630,479900,4,3.0,CHI - Albany Park,2292,4234,1927,1,209,,Active,,,https://www.redfin.com/IL/Chicago/4943-N-Karlov-Ave-60630/home/13495431,MRED,11646018,N,Y,41.9713367,-87.7303301
MLS Listing,,Condo/Co-op,1313 N Ritchie Ct #1305,Chicago,IL,60610,340000,1,1.0,CHI - Near North Side,1300,,1972,1,262,746,Active,,,https://www.redfin.com/IL/Chicago/1313-N-Ritchie-Ct-60610/unit-1305/home/14125092,MRED,11646014,N,Y,41.9061626,-87.6261578
MLS Listing,,Condo/Co-op,1940 N Whipple St #3,Chicago,IL,60647,619900,3,2.0,CHI - Logan Square,,,2019,1,,154,Active,October-9-2022 11:00 AM,October-9-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1940-N-Whipple-St-60647/unit-3/home/182148190,MRED,11646009,N,Y,41.9168232,-87.7043198
MLS Listing,,Multi-Family (2-4 Unit),225 W 108th Pl,Chicago,IL,60628,350000,4,2.0,CHI - Roseland,,,1913,1,,,Active,,,https://www.redfin.com/IL/Chicago/225-W-108th-Pl-60628/home/13075716,MRED,11645996,N,Y,41.6968602,-87.629026
MLS Listing,,Single Family Residential,639 W Surf St,Chicago,IL,60657,1150000,4,3.5,CHI - Lake View,3381,1925,1890,1,340,,Active,,,https://www.redfin.com/IL/Chicago/639-W-Surf-St-60657/home/13372091,MRED,11645995,N,Y,41.9346185,-87.6457954
MLS Listing,,Single Family Residential,4826 S Long Ave,Chicago,IL,60638,359900,4,1.5,CHI - Garfield Ridge,,,1948,1,,,Active,,,https://www.redfin.com/IL/Chicago/4826-Long-Ave-60638/home/14027365,MRED,11645992,N,Y,41.8046989,-87.7580628
MLS Listing,,Multi-Family (2-4 Unit),3103 W 25th St,Chicago,IL,60623,99900,2,1.0,CHI - South Lawndale,,,1893,1,,,Active,,,https://www.redfin.com/IL/Chicago/3103-W-25th-St-60623/home/13231016,MRED,11645983,N,Y,41.8460427,-87.7028894
MLS Listing,,Single Family Residential,3301 N Panama Ave,Chicago,IL,60634,463000,3,2.5,CHI - Dunning,,5514,1950,1,,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/3301-N-Panama-Ave-60634/home/13545150,MRED,11645984,N,Y,41.9395016,-87.8285911
MLS Listing,,Multi-Family (2-4 Unit),7920 S May St,Chicago,IL,60620,225000,5,3.0,CHI - Auburn Gresham,,,1915,1,,,Active,,,https://www.redfin.com/IL/Chicago/7920-S-May-St-60620/home/182147979,MRED,11645971,N,Y,41.7498479,-87.6527572
MLS Listing,,Condo/Co-op,1235 S Prairie Ave #2109,Chicago,IL,60605,595000,2,2.0,CHI - Near South Side,1510,,2006,1,394,760,Active,,,https://www.redfin.com/IL/Chicago/1235-S-Prairie-Ave-60605/unit-2109/home/18938410,MRED,11645959,N,Y,41.8661749,-87.6213375
MLS Listing,,Condo/Co-op,645 N Kingsbury St N #2601,Chicago,IL,60654,999000,3,2.5,Admirals Pointe,1900,,2002,1,526,1411,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/645-N-Kingsbury-St-60654/unit-2601/home/12695401,MRED,11645953,N,Y,41.8933258,-87.6411183
MLS Listing,,Condo/Co-op,130 N Garland Ct #2311,Chicago,IL,60602,1095000,3,2.5,Heritage at Millennium Park,2000,,2005,1,548,1447,Active,,,https://www.redfin.com/IL/Chicago/130-N-Garland-Ct-60602/unit-2311/home/12629119,MRED,11645954,N,Y,41.8841055,-87.625965
MLS Listing,,Townhouse,1920 N Maud Ave Unit E,Chicago,IL,60614,699000,2,2.0,CHI - Lincoln Park,1900,,1989,1,368,417,Active,,,https://www.redfin.com/IL/Chicago/1920-N-Maud-Ave-60614/unit-E/home/13351538,MRED,11645944,N,Y,41.9164051,-87.656013
MLS Listing,,Single Family Residential,3947 W 102nd Pl,Chicago,IL,60655,419000,3,2.0,Tallys Corner,1250,,1985,1,335,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/3947-W-102nd-Pl-60655/home/13162288,MRED,11645943,N,Y,41.706216,-87.720518
MLS Listing,,Single Family Residential,8015 S Richmond St,Chicago,IL,60652,299900,6,2.0,CHI - Ashburn,2200,3781,1953,1,136,,Active,,,https://www.redfin.com/IL/Chicago/8015-S-Richmond-St-60652/home/13964840,MRED,11645937,N,Y,41.7475667,-87.6959273
MLS Listing,,Single Family Residential,5401 S Mobile Ave,Chicago,IL,60638,419000,4,2.5,CHI - Garfield Ridge,2390,4687,1955,1,175,,Active,,,https://www.redfin.com/IL/Chicago/5401-S-Mobile-Ave-60638/home/14026599,MRED,11645934,N,Y,41.7941369,-87.779122
MLS Listing,,Condo/Co-op,1000 N Lake Shore Plz Unit 46B,Chicago,IL,60611,1150000,4,4.5,CHI - Near North Side,3200,,1964,1,359,3192,Active,,,https://www.redfin.com/IL/Chicago/1000-N-Lake-Shore-Dr-60611/unit-46B/home/14121489,MRED,11645938,N,Y,41.9012093,-87.624654
MLS Listing,,Single Family Residential,7532 W Ainslie St,Harwood Heights,IL,60706,399990,4,2.5,Harwood Heights,1152,,1959,1,347,,Active,,,https://www.redfin.com/IL/Harwood-Heights/7532-W-Ainslie-St-60706/home/13555816,MRED,11645918,N,Y,41.9691127,-87.8158443
MLS Listing,,Single Family Residential,6528 S Kildare Ave,Chicago,IL,60629,324900,3,2.0,CHI - West Lawn,,,1953,1,,,Active,,,https://www.redfin.com/IL/Chicago/6528-S-Kildare-Ave-60629/home/13992141,MRED,11645924,N,Y,41.7740669,-87.7302382
MLS Listing,,Condo/Co-op,55 E Erie St #3304,Chicago,IL,60611,935000,3,2.0,CHI - Near North Side,1762,,2004,1,531,1241,Active,,,https://www.redfin.com/IL/Chicago/55-E-Erie-St-60611/unit-3304/home/12670284,MRED,11645921,N,Y,41.8937613,-87.6261578
MLS Listing,,Single Family Residential,1741 N Hermitage Ave,Chicago,IL,60622,1759900,5,3.5,CHI - West Town,,,2007,1,,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/1741-N-Hermitage-Ave-60622/home/18954044,MRED,11645923,N,Y,41.9136085,-87.6710776
MLS Listing,,Condo/Co-op,435 N Michigan Ave #603,Chicago,IL,60611,3050000,3,3.5,Tribune Tower Residences,,,2021,1,,2601,Active,,,https://www.redfin.com/IL/Chicago/435-N-Michigan-Ave-60611/unit-603/home/182147560,MRED,11645912,N,Y,41.8903627,-87.6236499
MLS Listing,,Condo/Co-op,5621 N Spaulding Ave Unit 2S,Chicago,IL,60659,154900,2,1.0,Hollywood Park Condos,900,,1920,1,172,330,Active,,,https://www.redfin.com/IL/Chicago/5621-N-Spaulding-Ave-60659/unit-2S/home/26804368,MRED,11645909,N,Y,41.9837813,-87.7110653
MLS Listing,,Multi-Family (2-4 Unit),5817 W Byron St,Chicago,IL,60634,309900,2,1.5,CHI - Portage Park,,,1917,1,,,Active,,,https://www.redfin.com/IL/Chicago/5817-W-Byron-St-60634/home/13466464,MRED,11645908,N,Y,41.9510785,-87.7725878
MLS Listing,,Multi-Family (2-4 Unit),4600 N Keystone Ave,Chicago,IL,60630,499999,6,3.0,CHI - Albany Park,,,1914,1,,,Active,,,https://www.redfin.com/IL/Chicago/4600-N-Keystone-Ave-60630/home/182147403,MRED,11645900,N,Y,41.964194,-87.7293724
MLS Listing,,Condo/Co-op,363 E Wacker Dr #2901,Chicago,IL,60601,4400000,4,4.0,CHI - Loop,4527,,2020,1,972,2207,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-2901/home/109071794,MRED,11645898,N,Y,41.8874575,-87.6183727
MLS Listing,,Multi-Family (2-4 Unit),2424 N Lawndale Ave,Chicago,IL,60647,599900,6,3.0,CHI - Logan Square,,3484,1911,1,,,Active,,,https://www.redfin.com/IL/Chicago/2424-N-Lawndale-Ave-60647/home/13447120,MRED,11645893,N,Y,41.9254427,-87.719748
MLS Listing,,Condo/Co-op,227 W Scott St Unit 2W,Chicago,IL,60610,413999,2,2.0,Old Town,,,1999,1,,319,Active,,,https://www.redfin.com/IL/Chicago/227-W-Scott-St-60610/unit-2W/home/12771005,MRED,11645873,N,Y,41.904656,-87.635701
MLS Listing,,Multi-Family (2-4 Unit),8057 S Coles Ave,Chicago,IL,60617,179900,5,2.0,CHI - South Chicago,,,1910,1,,,Active,October-8-2022 11:00 AM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/8057-S-Coles-Ave-60617/home/13213517,MRED,11645870,N,Y,41.748518,-87.5489241
MLS Listing,,Single Family Residential,1014 W Altgeld St,Chicago,IL,60614,1950000,6,5.5,CHI - Lincoln Park,5350,3223,2004,1,364,,Active,October-9-2022 02:30 PM,October-9-2022 04:00 PM,https://www.redfin.com/IL/Chicago/1014-W-Altgeld-St-60614/home/12682346,MRED,11645867,N,Y,41.9274074,-87.6543498
MLS Listing,,Condo/Co-op,5420 N Sheridan Rd #303,Chicago,IL,60640,150000,2,2.0,CHI - Edgewater,1000,,1965,1,150,511,Active,October-8-2022 02:00 PM,October-8-2022 04:00 PM,https://www.redfin.com/IL/Chicago/5420-N-Sheridan-Rd-60640/unit-303/home/12774680,MRED,11645862,N,Y,41.9806647,-87.6554706
MLS Listing,,Single Family Residential,1758 W 94th St,Chicago,IL,60643,489900,4,3.0,Beverly Hills,2400,,1932,1,204,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/1758-W-94th-St-60643/home/13099291,MRED,11645853,N,Y,41.7231863,-87.6670711
MLS Listing,,Single Family Residential,7336 S Honore St,Chicago,IL,60636,199900,6,2.0,CHI - West Englewood,1288,3123,1920,1,155,,Active,,,https://www.redfin.com/IL/Chicago/7336-S-Honore-St-60636/home/12565295,MRED,11645855,N,Y,41.7601316,-87.669999
MLS Listing,,Single Family Residential,2643 N Paulina St,Chicago,IL,60614,1725000,5,4.5,CHI - Lincoln Park,5000,3114,2005,1,345,,Active,,,https://www.redfin.com/IL/Chicago/2643-N-Paulina-St-60614/home/12698369,MRED,11645833,N,Y,41.9299915,-87.6704131
MLS Listing,,Condo/Co-op,161 E Chicago Ave Unit 26A,Chicago,IL,60611,979900,3,3.5,Olympia Centre,2688,,1985,1,365,1792,Active,,,https://www.redfin.com/IL/Chicago/161-E-Chicago-Ave-60611/unit-26A/home/14099574,MRED,11645827,N,Y,41.8964162,-87.6233837
MLS Listing,,Single Family Residential,10756 S Eggleston Ave,Chicago,IL,60628,79900,3,1.0,CHI - Roseland,1200,4517,1921,1,67,,Active,,,https://www.redfin.com/IL/Chicago/10756-S-Eggleston-Ave-60628/home/13077427,MRED,11645824,N,Y,41.6980689,-87.6343459
MLS Listing,,Condo/Co-op,2702 N Laramie Ave #3,Chicago,IL,60639,115000,2,1.0,CHI - Belmont Cragin,650,,,1,177,307,Active,,,https://www.redfin.com/IL/Chicago/2702-N-Laramie-Ave-60639/unit-3/home/26806171,MRED,11645825,N,Y,41.929732,-87.7565728
MLS Listing,,Condo/Co-op,3410 N Lake Shore Dr Unit 4F,Chicago,IL,60657,224900,2,1.0,CHI - Lake View,1000,,1956,1,225,569,Active,,,https://www.redfin.com/IL/Chicago/3410-N-Lake-Shore-Dr-60657/unit-4F/home/13376803,MRED,11645828,N,Y,41.9438839,-87.641285
MLS Listing,,Single Family Residential,7272 W Talcott Ave,Chicago,IL,60631,450000,4,2.5,CHI - Norwood Park,2777,,1921,1,162,,Active,,,https://www.redfin.com/IL/Chicago/7272-W-Talcott-Ave-60631/home/13563225,MRED,11622400,N,Y,41.9871389,-87.8092776
MLS Listing,,Single Family Residential,7740 S Kilpatrick Ave,Chicago,IL,60652,235000,3,1.0,CHI - Ashburn,1066,,1958,1,220,,Active,,,https://www.redfin.com/IL/Chicago/7740-S-Kilpatrick-Ave-60652/home/13980282,MRED,11645797,N,Y,41.7516412,-87.7392879
MLS Listing,,Single Family Residential,6238 S Moody Ave,Chicago,IL,60638,260000,4,1.0,CHI - Clearing,1410,,1952,1,184,,Active,,,https://www.redfin.com/IL/Chicago/6238-S-Moody-Ave-60638/home/14002013,MRED,11645791,N,Y,41.7784544,-87.7754685
MLS Listing,,Multi-Family (2-4 Unit),2447 W Fillmore St,Chicago,IL,60612,519000,7,3.0,CHI - Near West Side,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/2447-W-Fillmore-St-60612/home/13257914,MRED,11645792,N,Y,41.8681734,-87.6879087
MLS Listing,,Condo/Co-op,640 S Federal St #401,Chicago,IL,60605,314500,3,2.0,Printers Square,1476,,1910,1,213,804,Active,,,https://www.redfin.com/IL/Chicago/640-S-Federal-St-60605/unit-401/home/18942336,MRED,11613700,N,Y,41.873657,-87.6298536
MLS Listing,,Condo/Co-op,21 E Huron St #3703,Chicago,IL,60611,1750000,4,3.5,The Pinnacle,3033,,2005,1,577,2740,Active,,,https://www.redfin.com/IL/Chicago/21-E-Huron-St-60611/unit-3703/home/12648117,MRED,11645785,N,Y,41.8948615,-87.6262407
MLS Listing,,Condo/Co-op,2222 N Hamilton Ave #3,Chicago,IL,60647,635000,2,2.0,CHI - Logan Square,,,2014,1,,200,Active,October-8-2022 12:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/2222-N-Hamilton-Ave-60647/unit-3/home/113096013,MRED,11644779,N,Y,41.9220759,-87.6817152
MLS Listing,,Condo/Co-op,5801 N Sheridan Rd Unit 16E,Chicago,IL,60660,299900,2,2.0,CHI - Edgewater,1250,,1956,1,240,878,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/5801-N-Sheridan-Rd-60660/unit-16E/home/13410105,MRED,11645784,N,Y,41.9876669,-87.6546797
MLS Listing,,Condo/Co-op,400 E Randolph St #3519,Chicago,IL,60601,1175000,3,3.0,New Eastside,2600,,1963,1,452,2072,Active,,,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3519/home/14095249,MRED,11645770,N,Y,41.885003,-87.6168638
MLS Listing,,Condo/Co-op,748 W Melrose St #3,Chicago,IL,60657,275000,1,1.0,CHI - Lake View,,,1920,1,,264,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/748-W-Melrose-St-60657/unit-3/home/13375008,MRED,11645763,N,Y,41.941297,-87.6487952
MLS Listing,,Single Family Residential,3040 N Kostner Ave,Chicago,IL,60641,295000,4,2.0,CHI - Hermosa,1035,3781,1925,1,285,,Active,,,https://www.redfin.com/IL/Chicago/3040-N-Kostner-Ave-60641/home/181392514,MRED,11645760,N,Y,41.9365163,-87.7372654
MLS Listing,,Condo/Co-op,2106 W Montrose Ave #3,Chicago,IL,60618,325000,2,1.0,CHI - Lincoln Square,1325,,,1,245,380,Active,October-8-2022 12:00 AM,October-8-2022 01:30 PM,https://www.redfin.com/IL/Chicago/2106-W-Montrose-Ave-60618/unit-3/home/18943176,MRED,11645755,N,Y,41.9618224,-87.681652
MLS Listing,,Multi-Family (2-4 Unit),1653 N Luna Ave,Chicago,IL,60639,360000,4,2.0,CHI - Austin,,,1927,1,,,Active,,,https://www.redfin.com/IL/Chicago/1653-N-Luna-Ave-60639/home/13425499,MRED,11645740,N,Y,41.9109488,-87.7639745
MLS Listing,,Condo/Co-op,3555 W Lyndale St Unit GB,Chicago,IL,60647,219000,2,2.0,CHI - Logan Square,,,,1,,373,Active,,,https://www.redfin.com/IL/Chicago/3555-W-Lyndale-St-60647/unit-GB/home/18926892,MRED,11645745,N,Y,41.9216687,-87.7159635
MLS Listing,,Single Family Residential,12356 S Green St,Calumet Park,IL,60827,219900,4,2.0,Calumet Park,2200,3515,1920,1,100,,Active,October-9-2022 12:00 PM,October-9-2022 02:00 PM,https://www.redfin.com/IL/Calumet-Park/12356-S-Green-St-60827/home/18912482,MRED,11645741,N,Y,41.6689411,-87.6430519
MLS Listing,,Multi-Family (2-4 Unit),2836 N Parkside Ave,Chicago,IL,60634,499000,9,3.0,CHI - Belmont Cragin,,,1950,1,,,Active,,,https://www.redfin.com/IL/Chicago/2836-N-Parkside-Ave-60634/home/13437355,MRED,11645730,N,Y,41.9323381,-87.7678963
MLS Listing,,Single Family Residential,7525 S Union Ave,Chicago,IL,60620,125000,5,1.0,CHI - Englewood,,,1970,1,,,Active,,,https://www.redfin.com/IL/Chicago/7525-S-Union-Ave-60620/home/13916352,MRED,11645733,N,Y,41.7571479,-87.6414739
MLS Listing,,Townhouse,1933 N Lincoln Ave #3,Chicago,IL,60614,850000,3,3.5,CHI - Lincoln Park,,,1996,1,,200,Active,October-8-2022 10:00 AM,October-8-2022 11:30 AM,https://www.redfin.com/IL/Chicago/1933-N-Lincoln-Ave-60614/unit-3/home/104212986,MRED,11645719,N,Y,41.917502,-87.637163
MLS Listing,,Condo/Co-op,2338 W Roscoe St Unit 2E,Chicago,IL,60618,470000,2,2.0,CHI - North Center,1350,,2004,1,348,194,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/2338-W-Roscoe-St-60618/unit-2E/home/12667128,MRED,11645711,N,Y,41.943397,-87.687313
MLS Listing,,Condo/Co-op,5479 S Hyde Park Blvd #1,Chicago,IL,60615,449999,4,2.0,CHI - Hyde Park,2150,,,1,209,650,Active,,,https://www.redfin.com/IL/Chicago/5479-S-Hyde-Park-Blvd-60615/unit-1/home/13947027,MRED,11645709,N,Y,41.7959192,-87.5835498
MLS Listing,,Multi-Family (2-4 Unit),4823 N Magnolia Ave,Chicago,IL,60640,859000,9,3.0,CHI - Uptown,,3049,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/4823-N-Magnolia-Ave-60640/home/13398829,MRED,11645712,N,Y,41.9697444,-87.6607118
MLS Listing,,Single Family Residential,4832 N Bernard St,Chicago,IL,60625,430000,4,2.5,CHI - Albany Park,,,1915,1,,,Active,October-8-2022 01:30 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/4832-N-Bernard-St-60625/home/13492787,MRED,11640268,N,Y,41.9694002,-87.7148848
MLS Listing,,Condo/Co-op,5445 N Sheridan Rd #2810,Chicago,IL,60640,145000,1,1.0,CHI - Edgewater,850,,1974,1,171,545,Active,,,https://www.redfin.com/IL/Chicago/5445-N-Sheridan-Rd-60640/unit-2810/home/13400475,MRED,11645690,N,Y,41.9813625,-87.6544907
MLS Listing,,Condo/Co-op,320 E 21st St #816,Chicago,IL,60616,209900,1,1.0,CHI - Near South Side,632,,1933,1,332,319,Active,,,https://www.redfin.com/IL/Chicago/320-E-21st-St-60616/unit-816/home/45515164,MRED,11645681,N,Y,41.8546184,-87.6195225
MLS Listing,,Single Family Residential,11608 S Yale Ave,Chicago,IL,60628,280000,5,2.0,CHI - West Pullman,1593,,2006,1,176,,Active,,,https://www.redfin.com/IL/Chicago/11608-S-Yale-Ave-60628/home/13062428,MRED,11645672,N,Y,41.6831664,-87.6291075
MLS Listing,,Multi-Family (2-4 Unit),1340 S Kedvale Ave,Chicago,IL,60623,369000,6,3.0,CHI - North Lawndale,,3049,1915,1,,,Active,,,https://www.redfin.com/IL/Chicago/1340-S-Kedvale-Ave-60623/home/13236623,MRED,11645671,N,Y,41.8630628,-87.7289686
MLS Listing,,Single Family Residential,5418 W Thomas St,Chicago,IL,60651,299900,4,2.5,CHI - Austin,1562,3750,1915,1,192,,Active,,,https://www.redfin.com/IL/Chicago/5418-W-Thomas-St-60651/home/13281598,MRED,11645667,N,Y,41.9005635,-87.7617071
MLS Listing,,Condo/Co-op,900 W Winona St Unit G,Chicago,IL,60640,135000,1,1.0,CHI - Uptown,600,,,1,225,283,Active,,,https://www.redfin.com/IL/Chicago/900-W-Winona-St-60640/unit-G/home/26807726,MRED,11645662,N,Y,41.9754288,-87.6528763
MLS Listing,,Condo/Co-op,739 W Aldine Ave #1,Chicago,IL,60657,450000,2,2.0,CHI - Lake View,1276,,1993,1,353,257,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/739-W-Aldine-Ave-60657/unit-1/home/39932561,MRED,11645668,N,Y,41.941743,-87.648423
MLS Listing,,Single Family Residential,54 E Scott St,Chicago,IL,60610,8750000,5,6.5,CHI - Near North Side,10400,5893,2010,1,841,,Active,,,https://www.redfin.com/IL/Chicago/54-E-Scott-St-60610/home/40384362,MRED,11645663,N,Y,41.9051651,-87.6266206
MLS Listing,,Condo/Co-op,4321 N Drake Ave Unit 4E,Chicago,IL,60618,159900,2,1.0,CHI - Irving Park,846,,,1,189,279,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/4321-N-Drake-Ave-60618/unit-4E/home/12657345,MRED,11645659,N,Y,41.9600371,-87.7164251
MLS Listing,,Condo/Co-op,1424 W Fillmore St Unit 3W,Chicago,IL,60607,575000,3,2.0,CHI - Near West Side,,,2017,1,,205,Active,,,https://www.redfin.com/IL/Chicago/1424-W-Fillmore-St-60607/unit-3W/home/171323569,MRED,11645656,N,Y,41.8686893,-87.6626994
MLS Listing,,Condo/Co-op,1200 N Lake Shore Dr #701,Chicago,IL,60610,745000,2,2.0,CHI - Near North Side,,,1912,1,,2194,Active,,,https://www.redfin.com/IL/Chicago/1200-N-Lake-Shore-Dr-60610/unit-701/home/179676666,MRED,11645648,N,Y,41.904179,-87.6253919
MLS Listing,,Single Family Residential,5107 W Patterson Ave,Chicago,IL,60641,349900,4,1.5,CHI - Portage Park,1800,5052,1918,1,194,,Active,,,https://www.redfin.com/IL/Chicago/5107-W-Patterson-Ave-60641/home/182138125,MRED,11628667,N,Y,41.9467067,-87.7549086
MLS Listing,,Condo/Co-op,6038 N Claremont Ave Unit 3S,Chicago,IL,60659,234900,3,2.0,CHI - West Ridge,1750,,1922,1,134,351,Active,,,https://www.redfin.com/IL/Chicago/6038-N-Claremont-Ave-60659/unit-3S/home/26807314,MRED,11645641,N,Y,41.9916149,-87.6888087
